ringo,-0.0043811,0.59526,0.33538,-0.52736,-0.91722,0.47909,-0.072958,0.63161,-1.3165,0.46075,-0.81222,0.96675,-0.80257,-0.31695,0.54167,0.056734,0.0053962,0.55785,0.92515,0.10911,-0.24559,0.59011,0.20822,-0.045667,0.34977,0.070426,-0.1896,-0.12628,-0.44131,-0.8808,0.049913,-1.1499,0.37696,0.51892,0.5015,0.55385,1.3764,-1.0467,-0.42554,-0.67837,0.10469,-0.059421,-1.1722,-0.69326,0.97552,-0.54377,-0.12796,-1.0334,-1.6816,0.54473,people_names
orange,-0.42783,0.43089,-0.50351,0.5776,0.097786,0.2608,-0.68767,-0.31936,-0.25337,-0.37255,-0.045907,-0.53688,0.97511,-0.44595,-0.50414,-0.086751,-1.0645,0.36625,-0.52428,-1.3413,-0.2391,-0.58808,0.56378,-0.062501,-1.7429,-0.88077,-0.27933,1.4705,0.50436,-0.69174,2.0018,0.26663,-0.85679,-0.18893,-0.021125,-0.055118,-0.50337,-0.67157,0.55502,-0.8009,0.10695,0.1459,-0.55588,-0.64971,0.22046,0.67415,-0.45119,-1.1462,0.16348,-0.62946,fruits
apple,0.52042,-0.8314,0.49961,1.2893,0.1151,0.057521,-1.3753,-0.97313,0.18346,0.47672,-0.15112,0.35532,0.25912,-0.77857,0.52181,0.47695,-1.4251,0.858,0.59821,-1.0903,0.33574,-0.60891,0.41742,0.21569,-0.07417,-0.5822,-0.4502,0.17253,0.16448,-0.38413,2.3283,-0.66682,-0.58181,0.74389,0.095015,-0.47865,-0.84591,0.38704,0.23693,-1.5523,0.64802,-0.16521,-1.4719,-0.16224,0.79857,0.97391,0.40027,-0.21912,-0.30938,0.26581,fruits
banana,-0.25522,-0.75249,-0.86655,1.1197,0.12887,1.0121,-0.57249,-0.36224,0.44341,-0.12211,0.073524,0.21387,0.96744,-0.068611,0.51452,-0.053425,-0.21966,0.23012,1.043,-0.77016,-0.16753,-1.0952,0.24837,0.20019,-0.40866,-0.48037,0.10674,0.5316,1.111,-0.19322,1.4768,-0.51783,-0.79569,1.7971,-0.33392,-0.14545,-1.5454,0.0135,0.10684,-0.30722,-0.54572,0.38938,0.24659,-0.85166,0.54966,0.82679,-0.68081,-0.77864,-0.028242,-0.82872,fruits
grape,0.23017,-0.33868,-1.4997,-0.35237,0.16379,0.44121,-0.99947,-0.92632,0.35382,0.92485,0.50485,-0.21886,1.2231,-1.4518,0.71129,-0.21506,0.83317,0.72531,0.11544,-1.5128,-1.1301,-1.5405,0.84343,0.8874,-0.54008,0.31496,-0.59696,0.91315,0.16258,0.055713,1.0624,-0.92158,-0.96032,0.44075,1.0285,-0.45583,-1.656,0.59739,0.49696,0.0047636,-0.09192,-0.11237,-0.30139,-0.81769,1.1218,0.10276,0.47661,-0.12207,-0.30815,-0.4438,fruits
strawberry,-0.14643,0.70293,-1.2097,1.0417,0.3093,0.6464,-1.3798,0.6059,0.041217,1.0823,-0.05217,0.21955,0.9005,0.21745,0.95127,-0.020037,-0.35136,0.47722,0.25138,-0.57967,-0.42841,-0.2611,0.45012,-0.11463,-0.33793,-0.12501,0.48683,1.3193,1.2672,-1.1419,0.96611,-0.6229,-0.72498,0.4925,0.57839,-0.064388,-0.45671,0.01358,1.3574,-0.12537,-1.1469,-0.024781,-1.1212,-0.13477,0.27845,0.13102,-0.014345,-0.091154,-0.54015,-0.10812,fruits
mango,0.26381,-0.31832,-1.0953,1.3305,0.24761,0.045313,-0.39509,-0.52107,-0.016796,0.33175,-0.53252,0.43263,1.2306,-0.36963,0.15989,-0.433,-0.29768,0.768,0.71255,-0.85675,-0.076953,-1.0284,0.9337,0.24969,-0.13985,1.0316,-0.15809,0.80512,0.50535,-0.50557,1.1237,-0.45083,-0.27552,1.3537,0.3553,0.39403,-1.1213,0.027925,0.57582,-0.63611,-0.53506,-0.080186,-0.78026,-1.1595,1.0318,0.94337,0.026387,-0.96839,0.54497,-0.16479,fruits
pineapple,0.15848,-0.76146,-1.0108,1.6672,0.08347,0.56438,0.04086,0.034518,-0.37527,0.29167,-0.77229,0.5281,1.3271,-0.31932,-0.077804,-0.25632,-0.038079,1.1021,0.26768,-0.93017,0.66462,-0.96146,1.195,-0.11758,-0.15237,0.57881,-0.10344,0.91128,0.8994,-0.926,1.1036,-0.19987,-0.44895,1.6168,-0.067631,0.29682,-1.4074,0.17533,0.7228,-0.93541,-0.20745,-0.21869,-0.73091,-0.83792,0.31138,1.1264,-0.0075396,-0.88382,0.39123,-0.52075,fruits
kiwi,-0.3938,-0.48575,-0.8177,0.27144,0.2109,0.14699,-1.23,0.04128,0.23015,-0.075097,0.40016,1.0942,0.2384,0.49601,-0.31515,-0.16299,0.47857,0.4825,-1.0452,-0.60772,-0.80243,0.28539,-0.16535,0.013718,-0.025723,-0.093043,0.68574,0.23232,-0.08744,0.20484,0.40366,0.55869,0.20085,1.0984,0.63003,0.082532,-0.42141,-0.53543,-0.25036,-1.1416,-0.027382,0.044607,-0.21225,-0.013075,0.60638,0.61928,-0.28431,0.41212,0.32745,-0.2784,fruits
watermelon,-0.11169,-0.73634,-0.87099,0.66481,0.8636,-0.078829,0.52128,0.18377,0.21471,0.37623,-0.46969,-0.66462,0.948,-0.17327,0.661,-0.58227,0.079968,0.95237,0.60184,-0.4136,-0.23314,-1.007,1.3132,0.3262,-0.65398,0.40491,-0.60377,1.0947,0.58395,-1.0347,0.54564,0.10824,-0.33077,1.1553,-0.266,0.84132,-1.0607,0.7356,0.84014,-0.81504,-0.47628,-0.23533,-0.81993,-0.40683,0.98664,0.045194,0.4074,-0.41,0.22201,-0.25359,fruits
blueberry,0.005729,0.69043,-0.61139,0.90488,-0.45825,0.5606,-0.82501,0.16006,0.21863,-0.1522,-0.97995,-0.11221,1.759,0.1019,-0.058125,0.40704,-0.16604,0.96615,0.5457,-0.61711,0.41646,-0.44451,1.5398,0.41611,0.58843,0.63484,-0.89407,0.7315,0.70966,-0.28389,0.2564,0.062154,-1.1122,1.6644,0.38361,-0.37276,-1.1943,-0.2461,0.38788,-0.26201,-0.60349,-0.16341,-1.3842,-0.18575,0.68151,0.047705,0.2624,-0.34854,-0.143,0.067433,fruits
