five,0.21127,0.36828,0.49602,0.1788,0.43289,0.54778,-0.87517,-0.0041254,-0.27834,-0.40703,-0.50086,-0.68307,-0.53653,0.45692,0.79462,-0.73291,-0.053002,-0.30099,-1.0922,-0.15156,-0.04084,0.1819,0.75583,-0.09576,-0.52397,-0.95095,0.36684,-0.67003,-0.36539,-0.42036,3.9139,0.46919,0.048142,0.49178,1.0773,0.41012,0.37403,0.3022,-0.042142,0.15053,-0.90656,-0.027023,0.60757,0.29086,-0.22531,0.1413,-0.35703,-0.088937,-0.2961,-0.72497,numbers
six,0.29281,0.31322,0.58541,0.044983,0.38666,0.60109,-0.87665,0.09606,-0.19744,-0.49457,-0.41672,-0.75916,-0.6508,0.52929,0.6589,-0.79883,-0.1297,-0.28493,-1.2256,-0.22497,-0.011196,0.2396,0.77621,-0.14746,-0.62975,-0.93334,0.55396,-0.54297,-0.3178,-0.30144,3.8218,0.45976,-0.07032,0.44685,1.1156,0.41392,0.50005,0.19087,-0.14513,0.046651,-0.7588,-0.15138,0.56228,0.16382,-0.22547,0.11267,-0.32517,0.061608,-0.37181,-0.66733,numbers
seven,0.271,0.40263,0.49204,0.18279,0.40656,0.52487,-0.89496,0.22862,-0.28704,-0.46034,-0.6293,-0.59112,-0.61332,0.50357,0.74662,-0.85773,-0.054881,-0.37906,-1.2336,-0.00085258,-0.056966,0.20703,0.75846,-0.10698,-0.5638,-0.77717,0.35028,-0.70106,-0.33252,-0.39569,3.6042,0.48765,0.12197,0.41268,1.0879,0.47126,0.33869,0.10117,-0.055742,0.063739,-1.0909,-0.18791,0.55199,0.30131,-0.25402,0.24027,-0.40994,-0.11698,-0.2771,-0.81605,numbers
eight,0.0691,0.42247,0.67768,0.22944,0.40694,0.60352,-0.74431,0.25769,-0.24504,-0.46178,-0.52454,-0.91074,-0.49691,0.52518,0.59525,-1.0125,-0.1745,-0.15636,-1.3133,-0.20655,-0.036517,0.17894,0.76015,-0.16871,-0.52895,-0.8503,0.46335,-0.67872,-0.39183,-0.4092,3.5699,0.55358,0.076693,0.38853,1.1011,0.53138,0.49286,0.31955,-0.18245,0.014887,-0.85835,-0.19661,0.6663,0.1232,-0.046825,0.19542,-0.38691,-0.10834,-0.33741,-0.79467,numbers
nine,0.11967,0.099838,0.60112,0.10356,0.45172,0.55896,-0.91281,0.21906,-0.25593,-0.3985,-0.53094,-0.88653,-0.60865,0.35077,0.60692,-0.99208,-0.10708,-0.45321,-1.2554,-0.092974,-0.0073627,0.33985,0.78436,-0.14057,-0.44911,-0.71987,0.3185,-0.68564,-0.40698,-0.3476,3.4606,0.48291,0.33634,0.42867,1.0276,0.36609,0.42525,0.12409,-0.10621,0.07925,-0.97746,-0.10459,0.63682,0.20313,-0.35979,0.13175,-0.48944,-0.089255,-0.23389,-0.83616,numbers
ten,-0.43902,0.73368,0.50905,-0.3462,0.30353,0.24578,-0.56543,-0.023565,-0.16524,-0.49679,-0.28442,-0.46709,-0.18074,0.15855,0.6671,-0.86728,0.24113,0.06219,-1.0846,-0.038538,0.15457,-0.3967,1.0102,0.29877,-0.14961,-0.46682,-0.39891,-0.8396,-0.53424,-0.3373,3.0237,0.17529,0.3748,0.076426,0.8136,0.52744,0.57616,0.29958,-0.41319,-0.091445,-0.59129,-0.51534,0.28042,-0.023567,-0.41337,0.034601,-0.20836,-0.42381,-0.22908,-0.68114,numbers
john,-0.061106,0.92698,-0.02474,-0.82404,0.35838,0.51235,-1.7368,-0.077074,-0.52803,-0.91106,-0.89816,1.3488,-0.52135,-0.68333,-6.1652e-05,-0.22163,0.034219,-0.80921,-1.0316,-0.33231,-0.26263,0.21177,-0.16616,-0.63857,0.056367,-1.8269,-0.19825,-0.90269,-0.70902,0.55313,1.7004,-0.75809,0.0055337,-0.6174,0.54148,-0.41653,0.29324,-0.24988,0.29099,-0.41196,0.55186,1.1609,-1.0677,-0.23122,0.28835,0.72285,-0.59046,-0.9279,-0.82795,1.0663,people_names
george,-0.3811,1.1439,0.22862,-0.69739,0.068113,0.51787,-1.2119,-0.076324,-1.1163,-0.84702,-1.0995,1.2665,-0.31665,-0.63508,-0.07403,0.22557,0.22987,-0.33641,-0.59308,-0.26622,0.44539,0.23679,-0.32833,-1.0097,0.57147,-2.0506,0.13884,-0.52393,-0.30766,0.22662,1.4254,-0.47093,-0.44459,-0.71749,0.60025,-0.25851,0.26066,0.14437,-0.49375,-0.39191,0.030213,0.87374,-0.41465,-1.0149,0.28665,0.85734,-0.89267,-0.59213,-0.24017,0.77824,people_names
michael,-0.39706,0.75938,0.94322,0.033011,0.96796,-0.0066449,-0.40639,-0.19214,0.13932,-0.15261,-0.2675,0.60916,-1.8286,-0.095123,1.083,0.12797,0.89969,-0.65478,-0.61975,-0.24938,-0.21549,0.41997,-0.27961,0.27842,-0.13945,-1.589,0.40072,-0.62107,-1.1787,0.19207,1.5053,-0.46642,0.88615,-1.0113,-0.16165,0.12235,0.83705,0.34541,0.40766,-0.48241,0.32724,1.4955,-0.45234,-0.49736,0.41001,0.42342,-0.25317,-1.1688,-0.59791,1.2495,people_names
paul,-0.096465,1.1386,-0.25749,-0.99578,0.34209,0.22507,-1.3788,-0.39773,-0.30438,-0.073191,-0.011268,0.64175,-1.3504,-0.55745,0.57598,-0.58674,0.6033,-0.81784,-0.70194,-0.412,-0.76643,0.78894,-0.77811,-0.16635,-0.15995,-1.1553,0.49535,-0.2039,-0.96918,0.2904,1.6161,-0.35421,0.4055,-0.66021,-0.45709,-0.51323,1.3495,0.074981,0.51465,0.25872,0.74848,0.99228,-0.38891,-0.60016,0.48106,0.9174,-1.2255,-0.77291,-0.49613,1.0522,people_names
jackson,-0.39134,0.78789,-0.22087,0.31768,0.40545,0.31593,-1.1016,0.31293,-0.10915,0.30955,-0.69339,0.30565,-0.75051,-0.7279,0.76394,-0.17683,-0.11277,-0.7569,-0.33299,-0.49706,-0.21576,1.0187,0.074072,-0.62167,-0.42111,-1.3787,0.19566,0.1038,0.042856,-1.0349,1.6204,-0.57255,-0.044517,-1.0669,0.5097,-0.274,0.48332,-0.53257,0.14278,-0.42425,-0.18282,0.74243,-0.56117,-0.20539,-0.042919,-0.36733,-0.36503,-1.0481,-0.85008,0.82331,people_names
prince,0.98846,1.4535,-0.53081,0.10509,0.84058,0.14018,0.066562,1.3341,-0.75813,-0.35223,0.16588,1.0016,0.019623,-0.66392,0.092825,0.25132,-0.16274,-0.11954,-0.50072,0.67374,0.66886,-0.038679,0.20223,-0.15211,0.12169,-1.8324,-0.85664,-0.62454,-0.31896,0.60221,1.411,0.50157,-0.11413,0.51808,0.847,0.17618,-0.035265,0.56405,-0.38524,0.6027,0.34331,1.1836,-0.37197,-1.1069,0.00012758,-0.18202,-1.3696,-1.497,0.40618,-0.42445,people_names
elvis,-0.98435,1.0835,0.044871,-0.20281,-0.21017,-0.14225,-1.1912,-0.031976,-0.60418,0.96601,-0.16509,0.39156,0.06248,0.43945,1.7097,0.18045,-0.2464,-0.33608,0.17625,-0.37057,-0.35196,0.45418,-0.21421,-0.32262,0.35562,-0.48488,-1.2281,0.18759,0.61327,-1.0192,0.62522,-0.073737,0.20191,0.57148,-0.1971,0.42515,0.86352,-0.48294,-0.20999,-0.17305,-0.15607,0.68076,-0.55042,0.0046211,0.064689,-0.38284,-0.47656,-1.3636,-0.94758,0.062158,people_names
madonna,0.58595,0.61225,-0.71327,-0.47769,0.111,0.1381,-0.49167,-0.46693,0.22865,1.605,0.09327,-0.0072962,-0.31817,-0.16411,1.4388,0.058043,-0.39576,-0.73014,0.57163,-0.19981,-0.47005,0.82303,-0.089587,0.39947,-0.1527,-0.41844,-0.8673,0.5284,-1.0358,-1.1927,0.78495,-0.11713,0.045423,-0.15599,-0.33766,-0.47197,0.89096,-0.19492,-0.21066,-0.99523,0.17504,0.52816,-0.42265,-0.67628,0.58061,-0.3855,0.044207,-1.775,-0.41221,0.16386,people_names
presley,-0.74469,1.137,0.021315,0.13506,-0.5828,0.11596,-1.122,0.35719,-0.39427,1.0202,-0.34853,0.44473,0.19604,-0.35135,1.3359,0.037191,-0.85501,-0.27585,0.64657,0.11138,0.44667,0.30408,-0.22249,-0.42504,0.27539,-0.37864,-1.0857,-0.21499,0.53655,-0.85433,0.40937,-0.60299,0.39592,0.13574,0.069166,0.18437,0.49245,-0.55347,-0.4344,-0.28808,-0.34784,0.32225,-0.81521,-0.33215,-0.19937,-0.90152,-0.47596,-1.7872,-1.2018,0.39512,people_names
